Sl. No.,Service Type,Department,Service Name,OPD Tariff
1847,Invasive Procedures,Gastroenterology,LOOP CHARGE,"3,440"
1848,Invasive Procedures,Gastroenterology,MECHANICAL LITHOTRIPSY,"44,400"
1849,Invasive Procedures,Gastroenterology,MINOR MISCELLANEOUS,"7,030"
1850,Invasive Procedures,Gastroenterology,MINOR PAPILLA CANULATION,"16,350"
1851,Invasive Procedures,Gastroenterology,MINOR PAPPULA STENTING/SPHINCTERCCTOMY,"29,980"
1852,Invasive Procedures,Gastroenterology,MULTI BAND COOK,"10,480"
1853,Invasive Procedures,Gastroenterology,PILL-CAM ENDOSCOPY,"61,880"
1854,Invasive Procedures,Gastroenterology,PER OPERATIVE ENTEROSCOPY,"25,170"
1855,Invasive Procedures,Gastroenterology,NASOJEJUNAL TUBE PLACEMENT,"7,600"
1856,Invasive Procedures,Gastroenterology,PEG SET,"11,810"
1857,Invasive Procedures,Gastroenterology,PLASTIC BILLIARY STENTS ALL SIZES,"2,270"
1858,Invasive Procedures,Gastroenterology,PRE CUTTING,"15,870"
1859,Invasive Procedures,Gastroenterology,SINGLE VESSEL DOPLER(LT),"1,760"
1860,Invasive Procedures,Gastroenterology,SPYGLASS(INTERMEDIATE),"39,710"
1861,Invasive Procedures,Gastroenterology,SPYGLASS(MAJOR),"79,410"
1862,Invasive Procedures,Gastroenterology,SPYGLASS(SMALL),"23,830"
1863,Invasive Procedures,Gastroenterology,CELLVIZIO PROBE (LARGE),"16,640"
1864,Invasive Procedures,Gastroenterology,CELLVIZIO PROBE (SMALL),"8,320"
1865,Invasive Procedures,Gastroenterology,SMALL BOWEL ENTEROSCOPE,"36,860"
1866,Invasive Procedures,Gastroenterology,EMBOLIZATION COIL MWCE-35-55,"7,570"
1867,Invasive Procedures,Gastroenterology,DILATATION ( STRICTUR,"8,010"
1868,Invasive Procedures,Gastroenterology,NASOBILIARY DRAINAGE,"17,970"
1869,Invasive Procedures,Gastroenterology,CRE BALLOON DILATATIO,"25,620"
1870,Invasive Procedures,Gastroenterology,GAS ANAE DOUBLE BALLON,"2,090"
1871,Invasive Procedures,Gastroenterology,EMG CHARGE (LARGE),"10,070"
1872,Invasive Procedures,Gastroenterology,PL BLRY STNTS ALL SZS,"2,270"
1873,Invasive Procedures,Gastroenterology,CAPSUL ENTEROSCOPY,"61,880"
1874,Invasive Procedures,Gastroenterology,GAS-BILIARY LASER MAJOR,"103,130"
1875,Invasive Procedures,Gastroenterology,GAS-BILIARY LASER MEDIUM,"68,070"
1876,Invasive Procedures,Gastroenterology,GAS-BILIARY LASER SMALL,"45,380"
1877,Invasive Procedures,Gastroenterology,GAS - ANESTHESIA INTERVENTION MAJOR,"16,500"
1878,Invasive Procedures,Gastroenterology,GAS - ANESTHESIA INTERVENTION MINOR,"9,900"
1879,Invasive Procedures,Gastroenterology,SIGMOIDOSCOPY (KD),"5,210"
1880,Invasive Procedures,Gastroenterology,PEG REPLACEMENT SET (KD),"5,090"
1881,Invasive Procedures,Gastroenterology,BILIARY PANCREATIC STENTING(METAL) (KD),"35,750"
1882,Invasive Procedures,Gastroenterology,CAPSULE ENDOSCOPY (KD),"61,880"
1883,Invasive Procedures,Gastroenterology,GLUE INJECTION (KD),"13,590"
1884,Invasive Procedures,Gastroenterology,ERCP DIAGNOSTIC (KD),"11,070"
1885,Invasive Procedures,Gastroenterology,GASTROSTOMY (P E G) (KD),"19,800"
1886,Invasive Procedures,Gastroenterology,ARGON PLASMA COAGULATION MAJOR KD,"15,930"
1887,Invasive Procedures,Gastroenterology,CD RECORDING (KD),840
1888,Invasive Procedures,Gastroenterology,ARGON PLASMA COAGULATION (MINOR) (KD),"6,090"
1889,Invasive Procedures,Gastroenterology,POLYPECTOMY(COLONIC) (KD),"12,080"
1890,Invasive Procedures,Gastroenterology,FOREIGN BODY EXTRACTION (KD),"13,020"
1891,Invasive Procedures,Gastroenterology,SCLEROTHERAPY (KD),"7,540"
1892,Invasive Procedures,Gastroenterology,NASOBILARY DRAINAGE (KD),"17,970"
1893,Invasive Procedures,Gastroenterology,COLONOSCOPY PLUS ILEOSCOPY (KD),"8,260"
1894,Invasive Procedures,Gastroenterology,CRE BALLON DILATATION (BS) (KD),"25,620"
1895,Invasive Procedures,Gastroenterology,RAPID UREASE TEST (KD),730
1896,Invasive Procedures,Gastroenterology,COLONOSCOPY LIMITED (KD),"4,350"
1897,Invasive Procedures,Gastroenterology,INJ HEMOSTASIS (KD),"10,650"
1898,Invasive Procedures,Gastroenterology,POLYPECTOMY(UPPER GI) (KD),"12,080"
1899,Invasive Procedures,Gastroenterology,STONE EXTRACTION (KD),"27,700"
1900,Invasive Procedures,Gastroenterology,COLONOSCOPY FULL (KD),"7,330"
1901,Invasive Procedures,Gastroenterology,SPHINCTEROTOMY (KD),"25,390"
1902,Invasive Procedures,Gastroenterology,PEG REMOVAL (KD),"5,540"
1903,Invasive Procedures,Gastroenterology,BAND LIGATION (KD),"8,900"
1904,Invasive Procedures,Gastroenterology,BILIARY PANCREATIC STENTING(PLASTIC) (KD),"27,730"
1905,Invasive Procedures,Gastroenterology,UPPER ENDOSCOPY (KD),"5,350"
1906,Invasive Procedures,Gastroenterology,ENDOSCOPIC BIOPSY (KD),770
1907,Invasive Procedures,Gastroenterology,ESOPHAGEAL PROSTHESIS (KD),"23,580"
1908,Invasive Procedures,Gastroenterology,LIVER BIOPSY(GASTRO)(KD),"8,460"
1909,Invasive Procedures,Gastroenterology,GASTROSCOPY DIAGNOSTIC (KD),"4,900"
1910,Invasive Procedures,Gastroenterology,ENTERAL METAL STENT (KD),"36,910"
1911,Invasive Procedures,Gastroenterology,BILIARY BRUSHING (KD),"2,960"
1912,Invasive Procedures,Gastroenterology,DIATATATION(STRICTURE) (KD),"8,010"
1913,Invasive Procedures,Gastroenterology,ENDOSCOPIC TUBE PLACEMENT (KD),"8,890"
1914,Invasive Procedures,Gastroenterology,GAS-RADIAL JAW 4 LARGE CAPACITY WITH NEEDLE 240 CM (KD),870
1915,Invasive Procedures,Gastroenterology,GLUE INJECTOR NEEDLE (KD),"1,020"
1916,Invasive Procedures,Gastroenterology,HEMOSTASIS BY GOLD PROBE (KD),"17,260"
1917,Invasive Procedures,Gastroenterology,HEMOSTATIC CLIP PROCEDURE (KD),"15,820"
1918,Invasive Procedures,Gastroenterology,MECHANICAL LITHOTRIPSY (KD),"44,290"
1919,Invasive Procedures,Gastroenterology,MINOR PAPILLA CANULATION (KD),"16,350"
1920,Invasive Procedures,Gastroenterology,MINOR PAPPULA STENTING/SPHINCTERCCTOMY (KD),"29,980"
1921,Invasive Procedures,Gastroenterology,MULTI BAND COOK (KD),"10,480"
1922,Invasive Procedures,Gastroenterology,PILL-CAM ENDOSCOPY (KD),"61,880"
1923,Invasive Procedures,Gastroenterology,PEG SET (KD),"11,810"
1924,Invasive Procedures,Gastroenterology,PER OPERATIVE ENTEROSCOPY (KD),"25,170"
1925,Invasive Procedures,Gastroenterology,PLASTIC BILLIARY STENTS ALL SIZES (KD),"2,270"
1926,Invasive Procedures,Gastroenterology,PL BLRY STNTS ALL SZS (KD),"2,270"
1927,Invasive Procedures,Gastroenterology,PRE CUTTING (KD),"15,870"
1928,Invasive Procedures,Gastroenterology,ENDOSCOPIC FNAC (KD),"3,150"
1929,Invasive Procedures,Gastroenterology,ERCP PLUS OTHER LONG THERAPUTIC PROCEDURES - ANESTHESIA,"4,740"
1930,Invasive Procedures,Gastroenterology,GAS - UPPER GI ANESTHESIA,"1,580"
1931,Invasive Procedures,Gastroenterology,GAS - COLONOSCOPIC ANESTHESIA,"2,380"
1932,Invasive Procedures,Gastroenterology,GAS - ENDO - COLON / MEDIUM ANESTHESIA,"3,170"
1933,Invasive Procedures,Gastroenterology,ANAESTHESIA CHARGES-MODERATE,"3,170"
1934,Invasive Procedures,Gastroenterology,GAS - FLUOROSCOPY,"1,650"
1935,Invasive Procedures,Gastroenterology,POWER SPIRAL ENTEROSCOPY (LARGE),"66,000"
1936,Invasive Procedures,Gastroenterology,POWER SPIRAL ENTEROSCOPY (SHORT),"44,000"
1937,Invasive Procedures,Medical,IM INJECTION,70
1938,Invasive Procedures,Medical,PROC.CHG.TIPS,"165,000"
1939,Invasive Procedures,Medical,ANESTHESIA CHARGES (SUPRAMAJOR),"8,800"
1940,Invasive Procedures,Medical,ANESTHESIA CHARGES (MAJOR),"4,400"
1941,Invasive Procedures,Medical,ANESTHESIA CHARGES (INTERDIATE),"3,300"
1942,Invasive Procedures,Medical,ANESTHESIA CHARGES (MINOR),"2,750"
1943,Invasive Procedures,Pulmonary Function Lab,THORACOSCOPY,"33,000"
1944,Invasive Procedures,Pulmonary Function Lab,TRACHEAL BALLOON DILATION,"39,600"
1945,Invasive Procedures,Pulmonary Function Lab,PLEURODESIS,"3,850"
1946,Invasive Procedures,Pulmonary Function Lab,INDWELLING PLEURAL CATHETERISATION,"19,800"
1947,Invasive Procedures,Ophthalmology,CAUTERISATION OF EYELASHES IN TRICHIASIS (SINGLE EYE)- INTERMEDIATE,"6,600"
1948,Invasive Procedures,Ophthalmology,CAUTERISATION OF EYELASHES IN TRICHIASIS (SINGLE EYE) - LARGE,"8,800"
1949,Invasive Procedures,Urology,SUPRAPUBIC CATHERISATION (CYSTOMY),"7,700"
1950,Invasive Procedures,Urology,PROSTATE BIOPSY- THRU SIMULTANEOUS AND ENDFIRE USG,"11,000"
1951,Invasive Procedures,Oncology Medical,PUNCH BIOPSY PROCEDURE,"2,750"
1952,Invasive Procedures,Blood Bank - 1 Products,THERAPEUTIC BLEEDING,"2,200"
1953,Invasive Procedures,Vascular and Non Vascular Intervention,CT GUIDED ASPIRATION,"6,600"
1954,Invasive Procedures,Vascular and Non Vascular Intervention,USG GUIDED FNAC,"6,600"
1955,Invasive Procedures,Vascular and Non Vascular Intervention,USG GUIDED ASPIRATION,"5,500"
1956,Invasive Procedures,Vascular and Non Vascular Intervention,CT GUIDED FNAC,"7,700"
1957,Invasive Procedures,Vascular and Non Vascular Intervention,USG GUIDED BIOPSY,"13,200"
1958,Invasive Procedures,Vascular and Non Vascular Intervention,CT GUIDED BIOPSY,"14,300"
1959,Invasive Procedures,Vascular and Non Vascular Intervention,USG GUIDED CATHETHER DRAINAGE,"15,400"
1960,Invasive Procedures,Vascular and Non Vascular Intervention,CT GUIDED CATHETHER DRAINAGE,"16,500"
1961,Invasive Procedures,Vascular and Non Vascular Intervention,PERCUTANEOUS PROCEDURE MINOR,"7,700"
1962,Invasive Procedures,Vascular and Non Vascular Intervention,PERCUTANEOUS PROCEDURE MAJOR,"16,500"
1963,Invasive Procedures,Vascular and Non Vascular Intervention,NERVE BLOCK (VASCULAR AND NON VASCULAR INTERVENTION),"16,500"
1964,Invasive Procedures,Vascular and Non Vascular Intervention,NERVE ABLATION (VASCULAR AND NON VASCULAR INTERVENTION),"55,000"
1965,Invasive Procedures,Vascular and Non Vascular Intervention,USG GUIDED ASPIRATION (THERAPUTIC),"8,800"
1966,Invasive Procedures,Day Care,DAY CARE ANGIOGRAM,"11,140"
1967,Non Invasive Procedure,Histopathology,FNAC PROCEDURAL CHARGES,190
1968,Non Invasive Procedure,Emergency Medical Services,CHEST TUBE INSERTION,"1,650"
1969,Non Invasive Procedure,Emergency Medical Services,PROC CHG-RYL''S TUBE INSERTION,280
1970,Non Invasive Procedure,Emergency Medical Services,ARTERIAL LINE,"3,300"
1971,Non Invasive Procedure,Emergency Medical Services,DAY CARE EMG BED CHARGE / PER HOUR,550
1972,Non Invasive Procedure,Emergency Medical Services,PROC CHG-C.V.P SET,250
1973,Non Invasive Procedure,Emergency Medical Services,PROC CHG-FOR ABG,440
1974,Non Invasive Procedure,Emergency Medical Services,PROC CHG-SUPRAPUBIC CATHETERISATION,"1,650"
1975,Non Invasive Procedure,Emergency Medical Services,PROC CHG-SUTURING:MAJOR (MORE THAN 8 BITES),"1,650"
1976,Non Invasive Procedure,Emergency Medical Services,PROC CHG-SUTURING:MINOR (LESS THAN 8 BITES),990
1977,Non Invasive Procedure,Emergency Medical Services,PROC CHG-CARDIOVERSION,"2,750"
1978,Non Invasive Procedure,Emergency Medical Services,PROC CHG-ARTERIAL LINE,"1,280"
1979,Non Invasive Procedure,Emergency Medical Services,CBG MONITORING CHARGE/HOUR,220
1980,Non Invasive Procedure,CARDIOLOGY,CARDIOVERSION,"2,920"
1981,Non Invasive Procedure,CARDIOLOGY,PACEMAKER PROGRAMMING,"2,490"
1982,Non Invasive Procedure,CARDIOLOGY,CARD-2ND OPINION CONSULTATION,"1,450"
1983,Non Invasive Procedure,CARDIOLOGY,CRT OPTIMIZATION,"3,650"
1984,Non Invasive Procedure,CARDIOLOGY,PACEMAKER/DEVICE CHECK-UP,550
1985,Non Invasive Procedure,CARDIOLOGY,FLUOROSCOPY FOR HEART VALVES,"5,500"
1986,Non Invasive Procedure,Ear Nose and Throat,PURE TONE AUDIOMETRY,580
1987,Non Invasive Procedure,Ear Nose and Throat,FIBREOPTIC LARYNGOSCOPY,"4,830"
1988,Non Invasive Procedure,Ear Nose and Throat,SPECIAL TEST BATTERY S1 S1,810
1989,Non Invasive Procedure,Ear Nose and Throat,PROC CHG-FOREIGN BODY REMOVAL,890
1990,Non Invasive Procedure,Ear Nose and Throat,ENT-TINNITUS RETRAINING THERAPY,690
1991,Non Invasive Procedure,Ear Nose and Throat,LARYNGIOSCOPE PROCEDURE,"1,100"
1992,Non Invasive Procedure,Ear Nose and Throat,SHORT INCREMENT SENSITIVITY INDEX TEST,580
1993,Non Invasive Procedure,Ear Nose and Throat,SPEECH THERAPY,690
1994,Non Invasive Procedure,Ear Nose and Throat,SRT/SDS,530
1995,Non Invasive Procedure,Ear Nose and Throat,SWALLOWING ASSESSMENT,810
1996,Non Invasive Procedure,Ear Nose and Throat,SWALLOWING THERAPY,690
1997,Non Invasive Procedure,Ear Nose and Throat,TONE DECAY TEST,370
1998,Non Invasive Procedure,Ear Nose and Throat,TYMPANOMETRY(DIAGNOSTIC),"1,160"
1999,Non Invasive Procedure,Ear Nose and Throat,STROBOSCOPY,"2,750"
2000,Non Invasive Procedure,Ear Nose and Throat,AUDIOMETRY TEST BATTERY,640
2001,Non Invasive Procedure,Ear Nose and Throat,EUSTACHIAN TUBE FUNCTION TEST,370
2002,Non Invasive Procedure,Ear Nose and Throat,OTOACOUSTIC ESTIMATION(OAE),"1,760"
2003,Non Invasive Procedure,Ear Nose and Throat,ABR (AUDITORY BRAINSTEM RESPONSE),"3,300"
2004,Non Invasive Procedure,Ear Nose and Throat,ECOCHG (ELECTROCOCHLEOGHAPHY),"4,950"
2005,Non Invasive Procedure,Ear Nose and Throat,ENG (ELECTRONYSTAGMOGRAPHY),"3,850"
2006,Non Invasive Procedure,Ear Nose and Throat,VNG (VIDEONYSTAGMOGRAPHY),"3,850"
2007,Non Invasive Procedure,Ear Nose and Throat,ASSR (AUDITORY STEADY STATE RESPONSE),"3,850"
2008,Non Invasive Procedure,Ear Nose and Throat,VITAL STIM SWALLOW ASSESSMENT,"2,750"
2009,Non Invasive Procedure,Ear Nose and Throat,EAR MOULD,"1,870"
2010,Non Invasive Procedure,Ear Nose and Throat,DPOAE (DISTORTION PRODUCT OTO ACOUSTIC EMISSION) WITH SCREENING ABR,"3,300"
2011,Non Invasive Procedure,Ear Nose and Throat,VEMP (VESTIBULAR EVOKED MYOGENIC POTENTIAL),"3,300"
2012,Non Invasive Procedure,Ear Nose and Throat,VOICE ASSESSMENT WITH PRAAT AND DOCTOR SPEECH,"2,750"
2013,Non Invasive Procedure,Gastroenterology,IMPEDENCE TEST BATTERY,"1,800"
2014,Non Invasive Procedure,Gastroenterology,LANGUAGE THERAPY,"1,050"
2015,Non Invasive Procedure,Gastroenterology,SINUS TRACT ENDOSCOPY (MINOR),"18,980"
2016,Non Invasive Procedure,Gastroenterology,SINUS TRACT ENDOSCOPY (MAJOR),"37,950"
2017,Non Invasive Procedure,Gastroenterology,GAS-TEG (MIN),"8,250"
2018,Non Invasive Procedure,Gastroenterology,GAS-TEG (MAJ),"9,900"
2019,Non Invasive Procedure,Gastroenterology,GAS - POEM MINOR,"59,400"
2020,Non Invasive Procedure,Gastroenterology,GAS - POEM MAJOR,"113,850"
2021,Non Invasive Procedure,Gastroenterology,GAS-COMPREHENSIVE CONSULTATION PACKAGE (MAJOR),"16,500"
2022,Non Invasive Procedure,Gastroenterology,GAS-COMPREHENSIVE CONSULTATION PACKAGE (NORMAL),"8,250"
2023,Non Invasive Procedure,Medical,INFUSION PUMP,440
2024,Non Invasive Procedure,Medical,NEBULIZER THERAPY,280
2025,Non Invasive Procedure,Medical,DAY CARE STERILIZATION CHARGE (WARD),150
2026,Non Invasive Procedure,Medical,INVESTIGATOR(INSURANCE COMPANY),"1,760"
2027,Non Invasive Procedure,Medical,PSYCHO SOCIAL CONSULTATION (DR ANIRBAN DUTT),610
2028,Non Invasive Procedure,Medical,COVISHIELD VACCINATION CHARGES,386
2029,Non Invasive Procedure,Medical,COVAXIN VACCINATION CHARGES,386
2030,Non Invasive Procedure,Medical,COVID ANTIBODY TREATMENT- CASIRIVIMAB AND IMDEVIMAB,"87,450"
2031,Non Invasive Procedure,Medical,MODERNA VACCINATION CHARGES,280
2032,Non Invasive Procedure,Nephrology,JUGULAR CATHETERIZATION,"5,540"
2033,Non Invasive Procedure,Nephrology,PLASMA FLUX P2S/P1S STEM STERILIZED,"12,870"
2034,Non Invasive Procedure,Nephrology,CRRT PROCEDURE CHARGES,"13,850"
2035,Non Invasive Procedure,Nephrology,PERITONEAL DIALYSIS INITIATION,"3,690"
2036,Non Invasive Procedure,Nephrology,HAEMODIALYSIS (SINGLE USE),"4,250"
2037,Non Invasive Procedure,Nephrology,SUBCLAVIAN CATHETERISATION,"4,370"
2038,Non Invasive Procedure,Nephrology,HAEMODIALYSIS,"3,300"
2039,Non Invasive Procedure,Nephrology,PROC.CHG.JUGULAR CATHETERIZATION,"1,670"
2040,Non Invasive Procedure,Nephrology,PROC.CHG.SUBCLAVIAN CATHETERIZATION,"1,670"
2041,Non Invasive Procedure,Nephrology,NEP-SUTURE MERSLIK-REVERSE CUTTING,190
2042,Non Invasive Procedure,Nephrology,DIALYSIS(BURMESE PATIENT),"2,890"
2043,Non Invasive Procedure,Nephrology,REMOVAL OF SUBCLAVIAN CATHETERIZATION AND JUGULAR CATHETERIZATION,"5,540"
2044,Non Invasive Procedure,Nephrology,SUTURE MERSILK -REVERSE CUTTING,190
2045,Non Invasive Procedure,Neurology,IQ ASSESSMENT,"2,200"
2046,Non Invasive Procedure,Neurology,LUMBER PUNCTURE PROCEDURE CHARGE,"1,930"
2047,Non Invasive Procedure,Neurology,ICP SCREENING,"3,300"
2048,Non Invasive Procedure,Neurology,VIDEO EEG 24 HRS,"38,740"
2049,Non Invasive Procedure,Neurology,"POST THROMBOLYSIS MONITORING (1st HR,2nd HR,24th HR)","16,500"
2050,Non Invasive Procedure,Neurology,STOP PROTOCOL,"6,600"
2051,Non Invasive Procedure,Neurology,REPEAT VMR,"4,400"
2052,Non Invasive Procedure,Neurology,VASO MOTOR REACTIVITY (VMR),"8,800"
2053,Non Invasive Procedure,Neurology,BUBBLE STUDY (PFO),"5,500"
2054,Non Invasive Procedure,Neurology,EMBOLI MONITORNING/ REPEAT EMBOLI MONITORING,"11,000"
2055,Non Invasive Procedure,Neurology,REPEAT VASOSPASM MONITORING,"4,400"
2056,Non Invasive Procedure,Neurology,VASOSPASM MONITORING (FIRST TIME ALL FIVE BUNDLE),"7,700"
2057,Non Invasive Procedure,Neurology,COMPLETE TCD SCREENING,"4,400"
2058,Non Invasive Procedure,Neurology,INTRA CRANIAL TCD SCREENING,"2,200"
2059,Non Invasive Procedure,Neurology,VOICE THEPAPY/SPEECH THERAPY,690
2060,Non Invasive Procedure,Neurology,AMBULATORY ELECTRO ENCEPHALOGRAPHY,"10,670"
2061,Non Invasive Procedure,Neurology,BAER STUDY,"1,450"
2062,Non Invasive Procedure,Neurology,EMG-FACIAL,"2,260"
2063,Non Invasive Procedure,Neurology,NCV+EMG-FACIAL,"3,510"
2064,Non Invasive Procedure,Neurology,CONDUCTION BLOCK PROTOCOL,"2,080"
2065,Non Invasive Procedure,Neurology,COUNSELLING OF INHOUSE PATIENT,500
2066,Non Invasive Procedure,Neurology,CSF DRAINAGE,"7,260"
2067,Non Invasive Procedure,Neurology,SSEP - UPPER LIMB,"1,450"
2068,Non Invasive Procedure,Neurology,NEURO PSYCHOLOGICAL TEST(II),"2,300"
2069,Non Invasive Procedure,Neurology,SPNICTER-EMG,"1,450"
2070,Non Invasive Procedure,Neurology,SSEP (LOWER LIMBS),"1,450"
2071,Non Invasive Procedure,Neurology,OCCUPATIONAL THERAPY,770
2072,Non Invasive Procedure,Neurology,SPEECH ASSESSMENT AND MANAGEMENT,690
2073,Non Invasive Procedure,Neurology,SWALLOWING ASSESSMENT AND MANAGEMENT,690
2074,Non Invasive Procedure,Obstretics & Gynaecology,IUCD INSERTION,"2,310"
2075,Non Invasive Procedure,Obstretics & Gynaecology,COLPOSCOPY PROCEDURE CHARGE,"2,920"
2076,Non Invasive Procedure,Obstretics & Gynaecology,PROC CHG-H.S.G SET,350
2077,Non Invasive Procedure,Obstretics & Gynaecology,CLIP REMOVAL CHARGES (OBG),120
2078,Non Invasive Procedure,Obstretics & Gynaecology,FETAL ANATOMY / ANOMALY SCAN,"3,300"
2079,Non Invasive Procedure,Obstretics & Gynaecology,FETAL ANATOMY / ANOMALY SCAN TWINS,"3,850"
2080,Non Invasive Procedure,Obstretics & Gynaecology,NUCAL TRANSLUCENCY SCAN - NT ONLY,"2,200"
2081,Non Invasive Procedure,Obstretics & Gynaecology,NUCAL TRANSLUCENCY SCAN - NT TWINS ONLY,"2,750"
2082,Non Invasive Procedure,Obstretics & Gynaecology,FETAL WELLBEING ASSESSMENT SCAN - GROWTH / DOPPLER FETAL PROFILE,"3,300"
2083,Non Invasive Procedure,Obstretics & Gynaecology,FETAL WELLBEING ASSESSMENT SCAN - GROWTH/DOPPLER FETAL PROFILE TWINS,"3,850"
2084,Non Invasive Procedure,Obstretics & Gynaecology,FETAL SCAN SCREENING,"1,650"
2085,Non Invasive Procedure,Obstretics & Gynaecology,FETAL SCAN SCREENING TWINS,"2,200"
2086,Non Invasive Procedure,Obstretics & Gynaecology,FETAL ECHOCARDIOGRAPHY,"4,950"
2087,Non Invasive Procedure,Obstretics & Gynaecology,FETAL 4D USG,"5,500"
2088,Non Invasive Procedure,Obstretics & Gynaecology,COUNSELLING FOR INVASIVE TEST,660
2089,Non Invasive Procedure,Obstretics & Gynaecology,EARLY PREGNANCY TRANS - VAGINAL SCANS,"1,100"
2090,Non Invasive Procedure,Obstretics & Gynaecology,COMBINED FIRST TRIMESTER SCREENING TWINS,"5,940"
2091,Non Invasive Procedure,Obstretics & Gynaecology,DOUBLE MARKER TEST (BLOOD ONLY),"3,190"
2092,Non Invasive Procedure,Obstretics & Gynaecology,COMBINED FIRST TRIMESTER SCREENING,"5,390"
2093,Non Invasive Procedure,Obstretics & Gynaecology,QUARDRUPLE MARKER TEST (BLOOD ONLY),"2,750"
2094,Non Invasive Procedure,Obstretics & Gynaecology,QUARDRUPLE MARKER TEST WITH USG,"5,500"
2095,Non Invasive Procedure,Paediatrics,CDC-CONSULTATION DETAILED,690
2096,Non Invasive Procedure,Paediatrics,CDC-COUNCELLING,840
2097,Non Invasive Procedure,Paediatrics,CDC-GRIFFITHS PROCEDURE,"4,850"
2098,Non Invasive Procedure,Paediatrics,CDC-GENETICS CHROMOSOME TEST,"4,160"
2099,Non Invasive Procedure,Paediatrics,CDC-GENETICS DNA EXTRACTION AND STORAGE TEST,"1,390"
2100,Non Invasive Procedure,Paediatrics,CDC-GENETICS FISH TEST,"5,540"
2101,Non Invasive Procedure,Paediatrics,CDC-PROCEDURE REGULAR,"2,770"
2102,Non Invasive Procedure,Paediatrics,CDC-PROCEDURE BASIC,"1,390"
2103,Non Invasive Procedure,Paediatrics,CDC-PROCEDURE COMPREHENSIVE,"5,540"
2104,Non Invasive Procedure,Paediatrics,CDC-PROCEDURE DETAILED,"4,160"
2105,Non Invasive Procedure,Paediatrics,CDC- GANETIC CLINIC,"1,390"
2106,Non Invasive Procedure,Paediatrics,DEVELOPMENTAL ASSESSMENT,"1,750"
2107,Non Invasive Procedure,Paediatrics,SPECIALIZED DETAILED ADVISORY CONSULTATION,"6,600"
2108,Non Invasive Procedure,Paediatrics,CDC - INDIVIDUAL COUNSELING SESSION,"1,100"
2109,Non Invasive Procedure,Paediatrics,CDC - INTIAL DETAILED CDC ASSESSMENT,"1,100"
2110,Non Invasive Procedure,Paediatrics,CDC - FOLLOW -UP CDC ASSESSMENT,840
2111,Non Invasive Procedure,Paediatrics,CDC - MDT SESSION,690
2112,Non Invasive Procedure,Paediatrics,CDC - THERAPY SESSION,690
2113,Non Invasive Procedure,Pulmonary Function Lab,BRONCHOSCOPY,"6,600"
2114,Non Invasive Procedure,Pulmonary Function Lab,PROC CHG-PLEURAL TAP,"1,280"
2115,Non Invasive Procedure,Pulmonary Function Lab,ICU BRONCHOSCOPY,"2,770"
2116,Non Invasive Procedure,Pulmonary Function Lab,PAED BRONCHOSCOPY,"7,720"
2117,Non Invasive Procedure,Pulmonary Function Lab,THERAPEUTIC ICU BRONCHOSCOPY,"4,160"
