Sl No.,Service Type,Department,Service Name,Standard,Semi Private,Private,Private Deluxe,Deluxe,Suite,Maharaja Suite
1701,Profile,Wards Others,APOLLO ALLO BMT WORKUP 2,"126,800","126,810","126,810","126,810","126,810","126,810","126,810"
1702,Profile,Wards Others,APOLLO AUTO BMT WORKUP,"86,980","86,990","86,990","86,990","86,990","86,990","86,990"
1703,Profile,Wards Others,APOLLO BMT DONOR WORKUP,"45,180","45,190","45,190","51,960","59,760","70,840","89,160"
1704,Profile,Wards Others,APOLLO BMT DONOR WORKUP 2,"52,770","52,780","52,780","60,700","69,810","82,730","104,130"
1705,Profile,Wards Others,BMT SEPTIC PROFILE 2,"12,490","12,490","12,490","14,360","16,510","19,550","24,600"
1706,Profile,Wards Others,BMT SEPTIC PROFILE 5,"6,220","6,220","6,220","7,150","8,230","9,750","12,250"
1707,Profile,Wards Others,JOINT REPLACEMENT PROFILE,"6,080","6,080","6,080","7,000","8,040","9,010","11,220"
1708,Profile,Wards Others,PAEDIATRIC SEPTIC PROFILE-II,"11,690","11,690","11,690","13,450","15,480","18,330","23,060"
1709,Profile,Wards Others,SEPTIC PROFILE I,"5,670","5,670","5,670","6,510","7,480","8,670","10,870"
1710,Profile,Wards Others,Short Stature Package-I,"16,720","16,720","16,720","19,230","22,110","25,710","32,120"
1711,Profile,Wards Others,Short Stature Package-II,"29,620","29,620","29,620","34,070","39,170","45,570","56,930"
1712,Profile,Wards Others,ADVANCED HEART CHECK,"37,700","37,710","37,710","37,710","37,710","37,710","37,710"
1713,Profile,Wards Others,STROKE CHEQ.,"18,870","18,870","18,870","21,700","24,960","29,950","37,430"
1714,Profile,Wards Others,EP SCREENING PROFILE,"6,080","6,080","6,080","7,000","8,040","9,370","11,730"
1715,Profile,Wards Others,BMT RADIOLOGY PROFILE,"28,440","28,440","28,440","32,690","37,600","44,570","56,100"
1716,Profile,Wards Others,FATTY LIVER PROFILE - I,"22,190","22,200","22,200","25,530","29,360","34,770","43,770"
1717,Profile,Wards Others,FATTY LIVER PROFILE - II,"14,580","14,580","14,580","16,750","19,260","22,840","28,740"
1718,Profile,Wards Others,COVID PROFILE - I,"18,150","18,150","18,150","20,880","24,010","29,340","36,930"
1719,Profile,Wards Others,RESPIRATORY ASSESSMENT PROFILE - I,"13,450","13,450","13,450","15,480","17,810","21,100","26,550"
1720,Profile,Wards Others,RESPIRATORY ASSESSMENT PROFILE - II,"10,750","10,760","10,760","12,360","14,210","16,850","21,210"
1721,Profile,Wards Others,COVID A,"1,100","1,100","1,100","1,270","1,450","1,740","2,180"
1722,Profile,Wards Others,COVID B,"17,930","17,930","17,930","20,630","23,720","28,460","35,390"
1723,Profile,Wards Others,ACUT HEPATITIS I,"9,770","9,770","9,770","11,230","12,910","15,310","19,270"
1724,Profile,Wards Others,ACUT HEPATITIS II,"14,650","14,650","14,650","16,850","19,380","22,970","28,910"
1725,Profile,Wards Others,CHRONIC LIVER DISEASE I,"15,470","15,470","15,470","17,790","20,460","24,240","30,510"
1726,Profile,Wards Others,CHRONIC LIVER DISEASE II,"24,420","24,420","24,420","28,080","32,300","38,280","48,180"
1727,Profile,Wards Others,CHRONIC LIVER DISEASE III,"27,680","27,680","27,680","31,820","36,600","43,380","27,680"
1728,Profile,Wards Others,COVID SCREENING -I (IP),"5,500","5,500","5,500","6,330","7,270","8,620","10,860"
1729,Profile,Wards Others,COVID SCREENING -II (IP),"7,150","7,150","7,150","8,230","9,460","11,210","14,100"
1730,Profile,Wards Others,FATTY LIVER PROFILE - III,"11,550","11,550","11,550","13,480","15,790","18,480","21,180"
1731,Profile,ADMINISTRATION,COMPLETE FOOT EXAMINATION,"1,380","1,380","1,380","1,580","1,820","2,200","2,750"
1732,Profile,FETAL MEDICINE,AMNIOCENTESIS WITH KAEYOTYPING,"36,880","36,880","36,880","42,420","48,790","57,790","72,740"
1733,Profile,FETAL MEDICINE,AMNIOCENTESIS WITH FISH,"36,880","36,880","36,880","42,420","48,790","57,790","72,740"
1734,Profile,FETAL MEDICINE,AMNIOCENTESIS WITH PRENATAL BoBs,"47,410","47,410","47,410","54,530","62,710","74,310","93,510"
1735,Profile,FETAL MEDICINE,CVS WITH KAEYOTYPING,"35,200","35,200","35,200","40,480","46,550","55,170","69,430"
1736,Profile,FETAL MEDICINE,CVS WITH FISH,"35,200","35,200","35,200","40,480","46,550","55,170","69,430"
1737,Profile,FETAL MEDICINE,CVS WITH PRENATAL BoBs,"47,410","47,410","47,410","54,530","62,710","74,310","93,510"
1738,Profile,FETAL MEDICINE,CVS (Chorionic Villus Sampling),"51,040","51,040","51,040","58,700","67,510","80,010","100,710"
1739,Profile,FETAL MEDICINE,AMNIOCENTESIS PLUS FISH AND KAEYOYTPING,"48,730","48,730","48,730","56,050","64,460","76,380","96,140"
1740,Profile,FETAL MEDICINE,CVS PLUS FISH AND KAEYOTYPING,"46,390","46,400","46,400","53,360","61,360","72,720","91,530"
1741,Blood Bank Procedure,Blood Bank - 1 Products,IRRADATION,470,540,680,780,900,"1,080","1,300"
1742,Blood Bank Procedure,Blood Bank - 1 Products,PLATELET CONCENTRATE LEUCOREDUCTION,"1,650","1,650","1,650","1,650","1,650","1,650","1,650"
1743,Blood Bank Procedure,Blood Bank - 1 Products,POOLING CHARGES,"1,430","1,650","2,070","2,380","2,730","3,280","3,940"
1744,Blood Bank Procedure,Blood Bank - 1 Products,RED CELL LEUCOREDUCTION,"1,100","1,100","1,100","1,100","1,100","1,100","1,100"
1745,Blood Bank Procedure,Blood Bank - 1 Products,CRYOPRESERVATION,"54,080","56,240","60,570","69,650","80,100","86,520","108,150"
1746,Blood Bank Procedure,Blood Bank - 1 Products,BMT STEM CELL HARVEST PROFILE II,"67,960","69,850","75,500","86,830","99,860","109,480","137,800"
1747,Blood Bank Procedure,Blood Bank - 1 Products,BMT STEM CELL HARVEST PROFILE I,"101,860","104,690","113,170","130,140","149,670","164,100","206,540"
1748,Blood Bank Procedure,Blood Bank - 1 Products,THERAPEUTIC APHERESIS,"47,580","48,900","52,860","60,790","69,910","76,640","96,460"
1749,Blood Bank Procedure,Blood Bank - 1 Products,APHAERESIS PLATELET-SPLIT DOSE: PROC.CHG,"22,180","22,790","24,640","28,340","32,580","35,730","44,970"
1750,Blood Bank Procedure,Blood Bank - 1 Products,THERAPEUTIC PLASMA EXCHANGE (TPE),"27,500","27,500","27,500","31,630","36,370","44,000","55,000"
1751,Blood Bank Procedure,Blood Bank - 1 Products,WHOLE BLOOD DERIVED COVID CONVALESCENT PLASMA (WB-CCP) : PROC. CHARGES,"2,530","2,530","2,530","2,530","2,530","2,530","2,530"
1752,Invasive Procedures,Haematology,HAEM-BONE MARROW WORKUP,"6,750","6,750","6,750","6,750","6,750","6,750","6,750"
1753,Invasive Procedures,Emergency Medical Services,ABCESS DRN/ASP-MAJOR,"3,060","3,060","3,060","3,060","3,060","3,060","3,060"
1754,Invasive Procedures,Emergency Medical Services,ABCESS DRN/ASP-MINOR,"1,520","1,520","1,520","1,520","1,520","1,520","1,520"
1755,Invasive Procedures,Emergency Medical Services,SUTURING-MAJ(+8HRS),"2,020","2,020","2,020","2,020","2,020","2,020","2,020"
1756,Invasive Procedures,Emergency Medical Services,SUTURING-MIN(-8HRS),"1,290","1,290","1,290","1,290","1,290","1,290","1,290"
1757,Invasive Procedures,Emergency Medical Services,RAPID CARDIAC DIAGNOS,"2,820","2,820","2,820","2,820","2,820","2,820","2,820"
1758,Invasive Procedures,Emergency Medical Services,RESACITATION CHARGE,"6,070","6,070","6,070","6,070","6,070","6,070","6,070"
1759,Invasive Procedures,Emergency Medical Services,EMG DOC TEAM KOL(1HR),"2,420","2,420","2,420","2,420","2,420","2,420","2,420"
1760,Invasive Procedures,Emergency Medical Services,EQUIP AMBULANCE UPTO 3KM,"1,690","1,690","1,690","1,690","1,690","1,690","1,690"
1761,Invasive Procedures,Emergency Medical Services,EQUIP AMBULANCE O2/HR,640,640,640,640,640,640,640
1762,Invasive Procedures,Emergency Medical Services,EQUIP AMBULANCE SYRINGE PUMP/HR,240,240,240,240,240,240,240
1763,Invasive Procedures,Emergency Medical Services,EQUIP AMBULANCE VENTILATOR CHARGE/HR,"1,210","1,210","1,210","1,210","1,210","1,210","1,210"
1764,Invasive Procedures,Emergency Medical Services,ABDOMINAL PERECENTESIS,"1,690","1,690","1,690","1,690","1,690","1,690","1,690"
1765,Invasive Procedures,Emergency Medical Services,ACUTE CHEST PAIN PACKAGE,"11,860","11,860","11,860","11,860","11,860","11,860","11,860"
1766,Invasive Procedures,Emergency Medical Services,RAPID CARDIAC DIAGNOSTIC READING,"2,420","2,420","2,420","2,420","2,420","2,420","2,420"
1767,Invasive Procedures,Emergency Medical Services,OXYGEN CHARGE(1ST HR),480,480,480,480,480,480,480
1768,Invasive Procedures,Emergency Medical Services,OXYGEN CHARGE (NEXT HR),400,400,400,400,400,400,400
1769,Invasive Procedures,Emergency Medical Services,PROC CHG-CSSD (MINOR),240,240,240,240,240,240,240
1770,Invasive Procedures,Emergency Medical Services,VENTILLATOR CHARGE (1ST HR),"1,210","1,210","1,210","1,210","1,210","1,210","1,210"
1771,Invasive Procedures,Emergency Medical Services,VENTILLATOR CHARGE (ADDL HOUR),480,480,480,480,480,480,480
1772,Invasive Procedures,Emergency Medical Services,STRLZN CHG SMALL SET,"1,010","1,010","1,010","1,010","1,010","1,010","1,010"
1773,Invasive Procedures,Emergency Medical Services,STRLZN CHG LARGE SET,"2,010","2,010","2,010","2,010","2,010","2,010","2,010"
1774,Invasive Procedures,Emergency Medical Services,DISITAL NERVE BLOCK,"1,520","1,520","1,520","1,750","2,010","2,420","3,030"
1775,Invasive Procedures,Emergency Medical Services,FOREIGN BODY REMOVAL -EYE,"2,280","2,280","2,280","2,620","3,010","3,630","4,540"
1776,Invasive Procedures,Emergency Medical Services,CONT GLUCOSE MONTRNG,"14,600","14,600","14,600","16,790","19,310","23,110","28,850"
1777,Invasive Procedures,Emergency Medical Services,FACIAL WOUND STRICTURE,"16,640","16,640","16,640","19,140","22,010","26,620","33,280"
1778,Invasive Procedures,Emergency Medical Services,FOCUSED EVALUATION IN LIFE SUPPORT,"1,210","1,210","1,210","1,400","1,610","1,940","2,420"
1779,Invasive Procedures,Emergency Medical Services,WOUND STICH,"6,660","6,660","6,660","7,660","8,800","10,650","13,310"
1780,Invasive Procedures,Radiology,PROC. CHG: NERVE BLOCK,"15,840","18,230","22,790","30,770","41,540","57,070","63,400"
1781,Invasive Procedures,Radiology,FOAM SCELERO THERAPY,"27,500","27,500","27,500","31,630","36,370","44,000","55,000"
1782,Invasive Procedures,Ear Nose and Throat,PCHG: TRACHEOSTOMY,"27,500","27,500","27,500","31,630","36,370","43,110","54,250"
1783,Invasive Procedures,Ear Nose and Throat,DISE (DRUG INDUCED SLEEP ENDOSCOPY),"22,790","22,790","22,790","26,210","30,140","35,730","44,970"
1784,Invasive Procedures,Gastroenterology,CAPSULE ENDOSCOPY,"164,730","164,730","164,730","164,730","164,730","164,730","164,730"
1785,Invasive Procedures,Gastroenterology,PEG REMOVAL,"7,410","7,410","7,410","8,530","9,800","11,660","14,620"
1786,Invasive Procedures,Gastroenterology,PEG REPLACEMENT SET,"7,020","7,020","7,020","8,070","9,280","11,220","14,030"
1787,Invasive Procedures,Gastroenterology,SIGMOIDOSCOPY,"8,400","8,400","8,400","9,670","11,120","14,140","18,000"
1788,Invasive Procedures,Gastroenterology,GASTROSTOMY (P E G),"27,810","27,810","27,810","31,980","36,770","46,760","59,380"
1789,Invasive Procedures,Gastroenterology,GLUE INJECTION,"20,310","20,310","20,310","23,350","26,850","34,190","43,430"
1790,Invasive Procedures,Gastroenterology,ERCP DIAGNOSTIC,"16,150","16,150","16,150","18,570","21,350","27,060","34,420"
1791,Invasive Procedures,Gastroenterology,BILIARY PANCREATIC STENTING(METAL),"58,730","58,730","58,730","67,540","77,670","98,770","125,430"
1792,Invasive Procedures,Gastroenterology,24 HRS PH METRY,"17,080","17,080","17,080","19,650","22,590","28,720","36,480"
1793,Invasive Procedures,Gastroenterology,ARGON PLASMA COAGULATION (MINOR),"9,010","9,010","9,010","10,360","11,910","15,130","19,250"
1794,Invasive Procedures,Gastroenterology,ARGON PLASMA COAGULATION (MAJOR),"24,430","24,430","24,430","28,090","32,310","41,020","52,090"
1795,Invasive Procedures,Gastroenterology,NARROW BAND IMAGING CHARGE,"5,290","5,290","5,290","6,080","7,000","8,390","10,480"
1796,Invasive Procedures,Gastroenterology,POLYPECTOMY(COLONIC),"15,280","15,280","15,280","17,570","20,210","25,660","32,660"
1797,Invasive Procedures,Gastroenterology,FOREIGN BODY EXTRACTION,"19,470","19,470","19,470","22,400","25,750","32,770","41,610"
1798,Invasive Procedures,Gastroenterology,CD RECORDING,"1,160","1,160","1,160","1,330","1,530","1,910","2,450"
1799,Invasive Procedures,Gastroenterology,SCLEROTHERAPY,"9,720","9,720","9,720","11,190","12,870","16,340","20,780"
1800,Invasive Procedures,Gastroenterology,EMERGENCY CHARGE (LARGE),"16,930","16,930","16,930","19,470","22,400","26,800","33,500"
1801,Invasive Procedures,Gastroenterology,NASOBILARY DRAINAGE,"41,120","41,120","41,120","47,290","54,380","69,140","87,840"
1802,Invasive Procedures,Gastroenterology,COLONOSCOPY+ILEOSCOPY,"11,390","11,390","11,390","13,090","15,060","18,210","22,770"
1803,Invasive Procedures,Gastroenterology,CRE BALLON DILATATION (BS),"53,390","53,390","53,390","61,400","70,610","89,830","114,080"
1804,Invasive Procedures,Gastroenterology,RAPID UREASE TEST,940,940,940,"1,080","1,240","1,550","1,990"
1805,Invasive Procedures,Gastroenterology,COLONOSCOPY LIMITED,"6,710","6,710","6,710","7,720","8,880","11,310","14,370"
1806,Invasive Procedures,Gastroenterology,COMPLETE DOUBLE BALLOON ENTEROSCOPY,"62,900","62,900","62,900","72,340","83,180","95,660","110,000"
1807,Invasive Procedures,Gastroenterology,PSEUDOCYST DRAINAGE,"44,250","44,250","44,250","50,890","58,520","74,400","94,480"
1808,Invasive Procedures,Gastroenterology,INJ HEMOSTASIS,"14,550","14,550","14,550","16,730","19,240","24,480","31,110"
1809,Invasive Procedures,Gastroenterology,POLYPECTOMY(UPPER GI),"17,810","17,810","17,810","20,480","23,550","29,960","38,020"
1810,Invasive Procedures,Gastroenterology,MAJOR MISCELLANEOUS,"23,530","23,530","23,530","27,060","31,120","39,480","50,200"
1811,Invasive Procedures,Gastroenterology,HYDROGEN BREATH TEST,"10,410","10,410","10,410","11,970","13,760","16,620","20,780"
1812,Invasive Procedures,Gastroenterology,STONE EXTRACTION,"42,770","42,770","42,770","49,180","56,560","71,840","91,310"
1813,Invasive Procedures,Gastroenterology,COLONOSCOPY FULL,"11,170","11,170","11,170","12,840","14,760","18,800","23,900"
1814,Invasive Procedures,Gastroenterology,SPHINCTEROTOMY,"38,480","38,480","38,480","44,250","50,890","64,680","82,170"
1815,Invasive Procedures,Gastroenterology,UPPER ENDOSCOPY,"7,910","7,910","7,910","9,100","10,460","13,340","16,930"
1816,Invasive Procedures,Gastroenterology,ENDOSCOPIC BIOPSY,"1,100","1,100","1,100","1,270","1,450","1,830","2,320"
1817,Invasive Procedures,Gastroenterology,ESOPHAGEAL PROSTHESIS,"37,100","37,100","37,100","42,670","49,070","62,360","79,270"
1818,Invasive Procedures,Gastroenterology,BILIARY PANCREATIC STENTING(PLASTIC),"42,450","42,450","42,450","48,820","56,140","71,370","90,640"
1819,Invasive Procedures,Gastroenterology,UGI MANOMETRY,"14,040","14,040","14,040","16,140","18,560","23,570","29,980"
1820,Invasive Procedures,Gastroenterology,LGI MANOMETRY,"15,650","15,650","15,650","18,000","20,690","26,330","33,390"
1821,Invasive Procedures,Gastroenterology,LIVER BIOPSY(GASTRO),"12,940","12,940","12,940","14,870","17,110","21,770","27,650"
1822,Invasive Procedures,Gastroenterology,GASTROSCOPY(DIAGNOSTIC),"7,250","7,250","7,250","8,340","9,590","12,220","15,520"
1823,Invasive Procedures,Gastroenterology,CLIP,990,990,990,990,990,990,990
1824,Invasive Procedures,Gastroenterology,ANAE-DOUBLE BALLON ENDOSCOPY,"3,120","3,120","3,120","3,600","4,140","5,180","6,590"
1825,Invasive Procedures,Gastroenterology,ELASTROGRAPHY/FIBROSIS SCAN,"10,650","11,940","13,200","15,180","17,460","21,930","25,230"
1826,Invasive Procedures,Gastroenterology,ENTERAL METAL STENT,"62,570","62,570","62,570","71,950","82,740","105,120","133,570"
1827,Invasive Procedures,Gastroenterology,ANAESTHESIA CHARGES-LARGE,"5,930","5,930","5,930","6,820","7,840","9,490","11,870"
1828,Invasive Procedures,Gastroenterology,ANAESTHESIA CHARGES-MEDIUM,"2,970","2,970","2,970","3,420","3,940","4,740","5,930"
1829,Invasive Procedures,Gastroenterology,ANAESTHESIA CHARGES-SHORT,"1,980","1,980","1,980","2,280","2,620","3,170","3,960"
1830,Invasive Procedures,Gastroenterology,BAND LIGATION,"14,990","14,990","14,990","17,240","19,820","25,220","32,010"
1831,Invasive Procedures,Gastroenterology,BILIARY BRUSHING,"4,710","4,710","4,710","5,410","6,230","7,950","10,040"
1832,Invasive Procedures,Gastroenterology,COLONIC TRANSIT TIME,"6,710","6,710","6,710","7,720","8,880","9,330","10,650"
1833,Invasive Procedures,Gastroenterology,COMPLETE SMALL BOWEL EVALUATION,"110,910","110,910","110,910","127,550","146,670","168,670","193,970"
1834,Invasive Procedures,Gastroenterology,DIATATATION(STRICTURE),"12,310","12,310","12,310","14,160","16,280","20,670","26,280"
1835,Invasive Procedures,Gastroenterology,EMERGENCY CHARGE (SMALL),"7,770","7,770","7,770","8,930","10,270","12,280","15,380"
1836,Invasive Procedures,Gastroenterology,EMERGENCY CHARGES PER UNIT,"1,110","1,110","1,110","1,280","1,460","1,760","2,210"
1837,Invasive Procedures,Gastroenterology,ENDOLOOP PROCEDURE CHARGE,"21,290","21,290","21,290","24,480","28,150","33,730","42,130"
1838,Invasive Procedures,Gastroenterology,ENDOLUMINAL RFA(INTERMEDIATE),"100,660","100,660","100,660","115,760","133,130","159,760","191,720"
1839,Invasive Procedures,Gastroenterology,ENDOLUMINAL RFA(LARGE),"155,570","155,570","155,570","178,900","205,740","246,900","296,270"
1840,Invasive Procedures,Gastroenterology,ENDOLUMINAL RFA(SMALL),"64,060","64,060","64,060","73,680","84,730","101,680","122,020"
1841,Invasive Procedures,Gastroenterology,ENDOSCOPIC FNAC,"4,650","4,650","4,650","5,350","6,150","7,840","9,960"
1842,Invasive Procedures,Gastroenterology,ENDOSCOPIC TUBE PLACEMENT,"12,850","12,850","12,850","14,770","16,980","21,570","27,430"
1843,Invasive Procedures,Gastroenterology,ENDOSCOPIST CHARGE (LARGE),"17,640","17,640","17,640","20,300","23,340","27,920","34,880"
1844,Invasive Procedures,Gastroenterology,ENDOSCOPIST CHARGE (SMALL),"7,080","7,080","7,080","8,150","9,370","11,170","13,970"
1845,Invasive Procedures,Gastroenterology,ENDOSCOPY KIT CHARGE,"6,140","6,140","6,140","7,060","8,120","9,240","12,310"
1846,Invasive Procedures,Gastroenterology,EUS-FNA(MAJOR),"60,400","60,400","60,400","69,470","79,880","95,850","115,030"
1847,Invasive Procedures,Gastroenterology,EUS-FNA(REGULAR),"25,260","25,260","25,260","29,040","33,400","40,070","48,090"
1848,Invasive Procedures,Gastroenterology,GAS-RADIAL JAW 4 LARGE CAPACITY WITH NEEDLE 240 CM,"1,000","1,000","1,000","1,000","1,000","1,000","1,000"
1849,Invasive Procedures,Gastroenterology,GLUE INJECTOR NEEDLE,"1,330","1,330","1,330","1,530","1,760","2,150","2,670"
1850,Invasive Procedures,Gastroenterology,HEMOSTASIS BY GOLD PROBE,"26,840","26,840","26,840","30,870","35,500","45,030","57,240"
1851,Invasive Procedures,Gastroenterology,HEMOSTATIC CLIP PROCEDURE,"24,590","24,590","24,590","28,270","32,520","41,280","52,480"
1852,Invasive Procedures,Gastroenterology,HEMOSTATIS CLIP CHARGE,"6,030","6,030","6,030","6,930","7,980","9,080","12,090"
1853,Invasive Procedures,Gastroenterology,HEPATONORM,"2,590","2,590","2,590","2,970","3,420","4,350","5,510"
1854,Invasive Procedures,Gastroenterology,HX 20 LOOP,"5,790","5,790","5,790","6,660","7,660","9,250","11,560"
1855,Invasive Procedures,Gastroenterology,LIVER TRANSPLANT CLINIC,"3,890","3,890","3,890","4,480","5,150","6,110","7,690"
1856,Invasive Procedures,Gastroenterology,LOOP CHARGE,"3,780","3,780","3,780","3,780","3,780","3,780","3,780"
1857,Invasive Procedures,Gastroenterology,MECHANICAL LITHOTRIPSY,"67,990","67,990","67,990","78,190","89,910","107,430","134,290"
1858,Invasive Procedures,Gastroenterology,MINOR MISCELLANEOUS,"10,710","10,710","10,710","12,320","14,170","18,000","22,910"
